,player,win_pct,win_pct_hsf
98,Ivo Karlovic,0.3965517241379311,0.3888888888888889
99,Mackenzie McDonald,0.4074074074074074,0.38461538461538464
100,Guillermo Garcia Lopez,0.4,0.3333333333333333
101,Denis Kudla,0.3728813559322034,0.3333333333333333
102,Jannik Sinner,0.5365853658536586,0.5714285714285714
103,Andy Murray,0.5833333333333334,0.6060606060606061
104,Lloyd Harris,0.4222222222222222,0.45
105,Thiago Monteiro,0.38,0.25
106,Denis Istomin,0.3461538461538461,0.2962962962962963
107,Evgeny Donskoy,0.36,0.35
108,Corentin Moutet,0.3829787234042553,0.4
109,Tommy Paul,0.5,0.5333333333333333
110,Thomas Fabbiano,0.3673469387755102,0.2608695652173913
111,Ilya Ivashka,0.3829787234042553,0.42105263157894735
112,David Ferrer,0.4146341463414634,0.43478260869565216
113,Ernests Gulbis,0.4047619047619048,0.4615384615384616
114,Bernard Tomic,0.41025641025641024,0.4736842105263158
115,Marcos Baghdatis,0.4571428571428571,0.5384615384615384
116,Dennis Novak,0.3947368421052632,0.3181818181818182
117,Jared Donaldson,0.4166666666666667,0.4782608695652174
118,Henri Laaksonen,0.42857142857142855,0.3684210526315789
119,Alexei Popyrin,0.35714285714285715,0.37142857142857133
120,Alejandro Davidovich Fokina,0.4838709677419355,0.6470588235294118
121,Salvatore Caruso,0.4117647058823529,0.3888888888888889
122,Mikael Ymer,0.4827586206896552,0.5
123,Yuichi Sugita,0.2978723404255319,0.3125
124,Hugo Dellien,0.3783783783783784,0.16666666666666666
125,Mirza Basic,0.3611111111111111,0.3809523809523809
126,Paolo Lorenzi,0.30952380952380953,0.45
127,Soon Woo Kwon,0.4642857142857143,0.5
128,Marcel Granollers,0.4482758620689655,0.2307692307692308
129,Lukas Lacko,0.3870967741935484,0.3043478260869565
130,Stefano Travaglia,0.3428571428571429,0.2857142857142857
131,Horacio Zeballos,0.44,0.375
132,Viktor Troicki,0.36666666666666653,0.3333333333333333
133,Dominik Koepfer,0.5,0.4615384615384616
134,Jack Sock,0.28205128205128205,0.3
135,Attila Balazs,0.55,
136,Gregoire Barrere,0.35714285714285715,0.3809523809523809
137,Gilles Muller,0.32142857142857145,0.3333333333333333
138,Cedrik Marcel Stebe,0.375,0.3333333333333333
139,Daniel Elahi Galan,0.5294117647058824,0.375
140,Guido Andreozzi,0.3103448275862069,0.4545454545454545
141,Nicolas Mahut,0.42857142857142855,0.3333333333333333
142,Marcos Giron,0.42857142857142855,0.45
143,Jozef Kovalik,0.3,0.3333333333333333
144,Michael Mmoh,0.45,0.4736842105263158
145,Emil Ruusuvuori,0.4736842105263158,0.5
146,Bradley Klahn,0.28125,0.2916666666666667
147,Ramkumar Ramanathan,0.39130434782608703,0.2857142857142857
148,Yannick Maden,0.3478260869565217,0.3333333333333333
149,Yannick Hanfmann,0.42105263157894735,
150,Nicolas Kicker,0.4,0.5
151,Julien Benneteau,0.42105263157894735,0.4545454545454545
152,Matthias Bachinger,0.5,0.6
153,Prajnesh Gunneswaran,0.25806451612903225,0.2857142857142857
154,Mikhail Youzhny,0.28,0.35294117647058826
155,Janko Tipsarevic,0.3888888888888889,0.3333333333333333
156,Pedro Martinez,0.3888888888888889,0.4
157,Alex Bolt,0.3333333333333333,0.375
158,Tim Smyczek,0.3181818181818182,0.3076923076923077
159,Sergiy Stakhovsky,0.3333333333333333,0.3636363636363637
160,Dudi Sela,0.4117647058823529,0.4545454545454545
161,Thiago Seyboth Wild,0.5,
162,Kamil Majchrzak,0.4117647058823529,0.4545454545454545
163,Norbert Gombos,0.35,0.4117647058823529
164,Jason Jung,0.3333333333333333,0.3125
165,Steve Darcis,0.35,0.4
166,Marco Trungelliti,0.5,
167,Ruben Bemelmans,0.2692307692307692,0.2222222222222222
168,Jurgen Zopp,0.4615384615384616,0.25
169,Andrej Martin,0.3333333333333333,
170,Pedro Sousa,0.3157894736842105,0.2
171,Thanasi Kokkinakis,0.4,0.42857142857142855
172,Gianluca Mager,0.5,0.3333333333333333
173,James Duckworth,0.2727272727272727,0.3157894736842105
174,Benjamin Hassan,0.8571428571428571,0.8
175,Simone Bolelli,0.4615384615384616,0.3333333333333333
176,Elias Ymer,0.2608695652173913,0.3333333333333333
177,Wishaya Trongcharoenchaikul,0.75,0.5
178,Lukas Rosol,0.4615384615384616,0.2857142857142857
179,Marc Andrea Huesler,0.5,0.4
180,Yasutaka Uchiyama,0.3333333333333333,0.35714285714285715
181,Federico Coria,0.38461538461538464,0.3333333333333333
182,Noah Rubin,0.3333333333333333,0.4
183,Lorenzo Musetti,0.625,
184,Rogerio Dutra Silva,0.2777777777777778,
185,Facundo Bagnis,0.2777777777777778,
186,Antoine Hoang,0.35714285714285715,0.2727272727272727
187,Bjorn Fratangelo,0.29411764705882354,0.3
188,Alexandr Dolgopolov,0.5,0.625
189,Oscar Otte,0.3636363636363637,0.375
190,Gerald Melzer,0.4,
191,Brayden Schnur,0.2857142857142857,0.3333333333333333
192,Juan Pablo Varillas,0.5714285714285714,
193,Rudolf Molleker,0.3333333333333333,
194,Ernesto Escobedo,0.2857142857142857,0.3636363636363637
195,Hady Habib,1.0,1.0
196,Joao Domingues,0.4444444444444444,
197,Yuki Bhambri,0.2857142857142857,0.4
198,Donald Young,0.17647058823529413,0.2
199,Brandon Nakashima,0.6,0.6
200,Sebastian Ofner,0.375,
201,Adrian Menendez Maceiras,0.3,0.3333333333333333
202,Renzo Olivo,0.6,
203,Yibing Wu,0.3333333333333333,0.3333333333333333
204,Peter Polansky,0.17647058823529413,0.21428571428571427
205,Mohamed Safwat,0.3333333333333333,0.16666666666666666
206,Aqeel Khan,0.75,
207,Go Soeda,0.375,0.375
208,Ricardo Rodriguez,0.75,1.0
209,Roberto Quiroz,0.5,1.0
210,Pedro Cachin,0.5,
211,Luis Patino,0.6,0.75
212,Alejandro Tabilo,0.5,0.5
213,Jose Rubin Statham,0.6,0.6
214,Santiago Giraldo,0.3,
215,Gerardo Lopez Villasenor,0.5,0.3333333333333333
216,Ricardo Ojeda Lara,0.5,0.6666666666666666
217,Harri Heliovaara,0.3333333333333333,0.3333333333333333
218,Nikola Milojevic,0.5,0.5
219,Zhizhen Zhang,0.3333333333333333,0.3333333333333333
220,Frederik Nielsen,0.6666666666666666,0.6666666666666666
221,Benjamin Lock,0.6666666666666666,0.6666666666666666
222,Tallon Griekspoor,0.2222222222222222,0.2222222222222222
223,Nicola Kuhn,0.4,0.3333333333333333
224,Chun Hsin Tseng,0.4,0.4
225,Mitchell Krueger,0.2857142857142857,0.2857142857142857
226,J.J. Wolf,0.4,0.4
227,Viktor Galovic,0.2857142857142857,
228,Altug Celikbilek,0.5,
229,Kimmer Coppejans,0.2857142857142857,
230,Yosuke Watanuki,0.4,0.4
231,Franko Skugor,0.2857142857142857,0.4
232,Carlos Taberner,0.3333333333333333,0.5
233,Dmitry Popko,0.5,0.6666666666666666
234,Alberto Lim,1.0,1.0
235,Ze Zhang,0.3333333333333333,0.3333333333333333
236,Alessandro Giannessi,0.4,
237,Dustin Brown,0.2857142857142857,
238,Jose Hernandez,0.5,1.0
239,Jurgen Melzer,1.0,1.0
240,Adam Pavlasek,0.6666666666666666,
241,Blaz Kavcic,0.18181818181818185,0.14285714285714285
242,Jay Clarke,0.25,
243,Youssef Hossam,0.6666666666666666,0.6666666666666666
244,Alexey Vatutin,0.3333333333333333,
245,Edan Leshem,0.5,0.5
246,Gastao Elias,0.2,
247,Alejandro Gonzalez,0.6666666666666666,0.5
248,Marc Polmans,0.2857142857142857,0.2857142857142857
249,Danilo Petrovic,0.5,
250,Manuel Sanchez,0.5,1.0
251,Zsombor Piros,0.4,0.5
252,Pedja Krstin,0.6666666666666666,
253,Dimitar Kuzmanov,0.3333333333333333,0.3333333333333333
254,Florian Mayer,0.1176470588235294,
255,Roberto Marcora,0.6666666666666666,0.6666666666666666
256,Karim Mohamed Maamoun,0.5,1.0
257,Aisam Ul Haq Qureshi,0.6666666666666666,
258,Aslan Karatsev,0.4,0.4
259,Lamine Ouahab,0.5,
260,Christopher Eubanks,0.2,0.125
261,Nicolas Alvarez,0.5,1.0
262,Marcelo Tomas Barrios Vera,0.3333333333333333,
263,Di Wu,0.2,0.2
264,Illya Marchenko,0.3333333333333333,0.3333333333333333
265,Guilherme Clezar,0.3333333333333333,
266,Tristan Lamasine,0.5,
267,Liam Broady,0.25,0.5
268,John Bryan Decasa Otico,0.3333333333333333,1.0
269,Jurabek Karimov,1.0,1.0
270,Stephane Robert,0.25,
271,Otto Virtanen,0.5,
272,Joao Pedro Sorgi,0.5,0.5
273,Yshai Oliel,1.0,
274,Sumit Nagal,0.1,0.125
275,Andrea Pellegrino,0.5,
276,Patrik Niklas Salminen,1.0,
277,Jason Kubler,0.16666666666666666,0.2
278,Laurynas Grigelis,0.2,0.2
279,Emilio Gomez,0.3333333333333333,0.3333333333333333
280,Carlos Alcaraz Garfia,0.5,
281,Daniel Masur,0.3333333333333333,
282,Benjamin Bonzi,0.3333333333333333,0.5
283,Lukas Hellum Lilleengen,1.0,1.0
284,Viktor Durasovic,0.2,0.2
285,Jenson Brooksby,0.3333333333333333,0.3333333333333333
286,Jonas Forejtek,0.5,0.5
287,Duilio Beretta,1.0,
288,Rodrigo Arus,1.0,1.0
289,Frederico Ferreira Silva,0.5,1.0
290,Martin Cuevas,0.2,
291,Skyler Butts,1.0,1.0
292,Victor Estrella,0.1,
293,Oriol Roca Batalla,0.5,
294,Ugo Nastasi,0.5,0.5
295,Andrea Arnaboldi,0.3333333333333333,
296,Bogdan Borza,1.0,1.0
297,Bernabe Zapata Miralles,0.25,
298,Alen Avidzba,0.5,0.5
299,Markus Eriksson,0.5,0.5
300,Finn Tearney,1.0,1.0
301,Holger Rune,1.0,1.0
302,Kevin Krawietz,0.5,
303,Carlos Berlocq,0.1111111111111111,
304,Aleksandre Metreveli,0.3333333333333333,0.3333333333333333
305,Khumoun Sultanov,1.0,
306,Elliot Benchetrit,0.2,
307,Anthony Jackie Tang,1.0,1.0
308,Tatsuma Ito,0.16666666666666666,0.16666666666666666
309,Edris Fetisleam,1.0,1.0
310,Kacper Zuk,0.5,0.5
311,Palaphoom Kovapitukted,0.3333333333333333,
312,David Agung Susanto,0.5,0.5
313,Marcelo Arevalo,0.25,0.3333333333333333
314,Roberto Cid,0.25,
315,Adrian Ungur,0.3333333333333333,1.0
316,Calvin Hemery,0.16666666666666666,
317,Jurij Rodionov,0.125,0.3333333333333333
318,Jirat Navasirisomboon,0.25,
319,Nino Serdarusic,0.25,
320,Christian Harrison,0.3333333333333333,
321,Amine Ahouda,0.3333333333333333,
322,Andrey Kuznetsov,0.5,0.5
323,Jonathan Mridha,0.5,0.5
324,Roman Safiullin,0.5,0.5
325,Duck Hee Lee,0.5,0.5
326,Peter Bothwell,0.5,0.5
327,Cristian Rodriguez,1.0,1.0
328,Quentin Halys,0.14285714285714285,0.16666666666666666
329,Tung Lin Wu,0.5,0.5
330,Francisco Llanes,1.0,
331,Daniel Cukierman,1.0,
332,Vincent Millot,0.5,0.5
333,Christopher O'Connell,0.3333333333333333,0.3333333333333333
334,M Abid Ali Khan Akbar,1.0,
335,Thomaz Bellucci,0.16666666666666666,
336,Sharmal Dissanayake,1.0,
337,Jeson Patrombon,0.3333333333333333,
338,Gian Marco Moroni,0.5,
339,Luis David Martinez,1.0,1.0
340,Takanyi Garanganga,0.3333333333333333,0.3333333333333333
341,Zhe Li,0.14285714285714285,0.14285714285714285
342,Constant Lestienne,0.2,0.25
343,Steven Diez,0.5,
344,Maxime Cressy,0.5,0.5
345,Daniel Michalski,1.0,1.0
346,Christopher Diaz Figueroa,0.5,0.5
347,Cem Ilkel,0.1111111111111111,0.25
348,Thiemo De Bakker,0.25,0.3333333333333333
349,Filip Horansky,0.125,
350,Hong Kit Jack Wong,0.5,0.5
351,Daniel Brands,0.3333333333333333,0.5
352,Borna Gojo,0.25,0.25
353,Kevin King,0.25,0.3333333333333333
354,Dragos Dima,1.0,1.0
