,year,score,round,minutes,p1name,p1age,p1ace,p1rank,p1_win_pct,p1_win_pct_hsf,p2name,p2age,p2ace,p2rank,p2_win_pct,p2_win_pct_hsf,p1won,p2won
688,2019,4-6 7-6(6) 6-1 4-0 RET,R128,195.0,Malek Jaziri,34.984257358,2.0,43.0,0.4057971014492754,0.3888888888888889,Ilya Ivashka,24.887063655,8.0,84.0,0.3829787234042553,0.42105263157894735,0,1
689,2020,6-2 6-4 6-7(5) 6-4,R32,170.0,Taylor Fritz,22.2286105407,20.0,34.0,0.5079365079365079,0.5,Dominic Thiem,26.379192334000003,12.0,5.0,0.7305389221556886,0.7173913043478259,0,1
690,2019,7-6(6) 6-1 6-2,R32,126.0,Joao Sousa,29.793292265599998,9.0,44.0,0.452991452991453,0.4393939393939394,Kei Nishikori,29.0431211499,3.0,9.0,0.6576576576576577,0.65625,0,1
691,2012,2-6 6-1 7-5 6-4,R128,179.0,Adrian Mannarino,23.548254620100003,7.0,91.0,0.4820143884892086,0.4851485148514851,Juan Martin del Potro,23.312799452399997,11.0,11.0,0.7638888888888888,0.7916666666666666,0,1
692,2016,6-4 6-4 6-4,R128,129.0,Paul Henri Mathieu,34.0150581793,11.0,97.0,0.46,0.47,Guillermo Garcia Lopez,32.6242299795,10.0,27.0,0.4,0.3333333333333333,0,1
693,2017,4-6 4-6 6-2 6-2 6-3,R128,184.0,Jerzy Janowicz,26.176591375799998,18.0,273.0,0.46,0.47,Marin Cilic,28.301163586599998,26.0,7.0,0.6153846153846154,0.5862068965517241,0,1
694,2010,4-6 6-2 7-6(2) 6-0,R128,164.0,Igor Andreev,26.5160848734,2.0,37.0,0.46,0.47,Roger Federer,28.4462696783,9.0,1.0,0.8320000000000001,0.8181818181818182,1,0
695,2010,6-4 6-3 7-6(2),R128,137.0,Juan Ignacio Chela,30.3874058864,6.0,76.0,0.46,0.47,Victor Hanescu,28.4955509925,6.0,47.0,0.55,0.56,1,0
696,2010,6-1 6-2 6-3,R128,100.0,Ricardo Hocevar,24.7063655031,5.0,194.0,0.46,0.47,Lleyton Hewitt,28.898015058200002,10.0,22.0,0.55,0.56,1,0
697,2010,6-0 6-0 2-0 RET,R128,61.0,Frederico Gil,24.8213552361,0.0,68.0,0.46,0.47,David Ferrer,27.7973990418,2.0,18.0,0.4146341463414634,0.43478260869565216,1,0
698,2010,6-3 7-6(3) 4-6 7-6(8),R128,202.0,Dudi Sela,24.7912388775,7.0,41.0,0.4117647058823529,0.4545454545454545,Ivan Sergeyev,21.9958932238,10.0,209.0,0.55,0.56,1,0
699,2010,7-6(2) 7-5 6-3,R128,156.0,Carlos Moya,33.3935660507,9.0,509.0,0.46,0.47,Illya Marchenko,22.3627652293,7.0,119.0,0.3333333333333333,0.3333333333333333,1,0
700,2010,6-1 6-0 6-3,R128,91.0,Dieter Kindlmann,27.627652293,0.0,175.0,0.46,0.47,Nikolay Davydenko,28.629705681,6.0,6.0,0.55,0.56,1,0
701,2010,6-1 6-2 6-1,R128,80.0,Kristof Vliegen,27.575633128000003,5.0,112.0,0.46,0.47,Michael Berrer,29.5496235455,10.0,66.0,0.55,0.56,1,0
702,2010,6-7(9) 4-6 7-6(2) 7-6(4) 6-4,R128,293.0,Richard Gasquet,23.5865845311,8.0,52.0,0.5636363636363636,0.5454545454545454,Mikhail Youzhny,27.5674195756,12.0,20.0,0.28,0.35294117647058826,1,0
703,2010,7-6(2) 7-5 6-1,R128,124.0,Robby Ginepri,27.282683093800003,6.0,99.0,0.46,0.47,Jan Hajek,26.4503764545,3.0,92.0,0.55,0.56,1,0
704,2010,6-3 6-3 6-3,R128,101.0,Mischa Zverev,22.409308692699998,12.0,78.0,0.3484848484848485,0.2727272727272727,Lukasz Kubot,27.6769336071,5.0,86.0,0.55,0.56,1,0
705,2010,6-4 6-2 6-2,R128,116.0,Tommy Robredo,27.718001368899998,2.0,16.0,0.46,0.47,Santiago Giraldo,22.143737166300003,2.0,114.0,0.3,0.56,1,0
706,2010,6-3 6-4 6-4,R128,111.0,Sergiy Stakhovsky,24.0328542094,4.0,62.0,0.3333333333333333,0.3636363636363637,Jo-Wilfried Tsonga,24.7556468172,15.0,10.0,0.5757575757575758,0.5957446808510638,1,0
707,2010,6-1 6-3 6-3,R128,80.0,Fabio Fognini,22.6557152635,2.0,56.0,0.6,0.5774647887323944,Taylor Dent,28.7364818617,6.0,79.0,0.55,0.56,1,0
708,2010,6-2 6-4 7-6(3),R128,166.0,Ryan Harrison,17.7002053388,5.0,341.0,0.46296296296296297,0.5128205128205128,Janko Tipsarevic,25.574264202600002,10.0,36.0,0.3888888888888889,0.3333333333333333,1,0
709,2010,7-6(12) 6-4 2-6 4-6 8-6,R128,216.0,Xavier Malisse,29.5003422313,14.0,93.0,0.46,0.47,Nicolas Almagro,24.4106776181,15.0,25.0,0.55,0.56,1,0
710,2010,7-6(5) 7-5 7-5,R128,153.0,Grega Zemlja,23.3045859001,10.0,169.0,0.46,0.47,Benjamin Becker,28.59137577,8.0,38.0,0.55,0.56,1,0
711,2010,7-5 6-3 6-1,R128,119.0,Marcos Daniel,31.542778918499998,2.0,88.0,0.46,0.47,Alejandro Falla,26.1793292266,2.0,77.0,0.55,0.56,1,0
712,2010,5-7 2-6 6-4 6-4 6-2,R128,201.0,Robin Soderling,25.4291581109,8.0,8.0,0.46,0.47,Marcel Granollers,23.7700205339,11.0,113.0,0.4482758620689655,0.2307692307692308,1,0
713,2010,6-3 7-5 4-6 6-4,R128,235.0,Teymuraz Gabashvili,24.657084188899997,3.0,102.0,0.46,0.47,Thomaz Bellucci,22.0533880903,9.0,35.0,0.16666666666666666,0.56,1,0
714,2010,6-0 6-3 6-3,R128,99.0,Robin Haase,22.787132101300003,5.0,390.0,0.4395604395604396,0.4736842105263158,Tomas Berdych,24.336755646799997,2.0,21.0,0.5454545454545454,0.6388888888888888,1,0
715,2010,6-4 6-3 7-5,R128,159.0,Sebastien Grosjean,31.6413415469,4.0,564.0,0.46,0.47,Marsel Ilhan,22.606433949299998,1.0,154.0,0.55,0.56,1,0
716,2010,6-3 6-4 3-6 6-1,R128,138.0,Olivier Rochus,28.9993155373,5.0,59.0,0.46,0.47,Fernando Gonzalez,29.472963723499998,19.0,11.0,0.55,0.56,1,0
717,2010,7-5 7-5 6-3,R128,152.0,Fabrice Santoro,37.108829568800004,0.0,67.0,0.46,0.47,Marin Cilic,21.3059548255,6.0,14.0,0.6153846153846154,0.5862068965517241,1,0
718,2010,6-1 2-6 6-4 6-2,R128,188.0,Jose Acasuso,27.2470910335,9.0,51.0,0.46,0.47,Igor Kunitsyn,28.301163586599998,5.0,100.0,0.55,0.56,1,0
719,2010,6-3 6-3 6-2,R128,110.0,Guillermo Garcia Lopez,26.6255989049,1.0,44.0,0.4,0.3333333333333333,Stan Wawrinka,24.810403833000002,6.0,19.0,0.5943396226415094,0.6329113924050633,1,0
720,2010,4-6 6-3 6-1 6-3,R128,182.0,Nicolas Lapentti,33.4318959617,2.0,94.0,0.46,0.47,Viktor Troicki,23.9370294319,15.0,30.0,0.3666666666666665,0.3333333333333333,1,0
721,2010,0-6 2-6 6-4 6-2 6-2,R128,154.0,Philipp Petzschner,25.8206707734,7.0,81.0,0.46,0.47,Florian Mayer,26.288843258000004,4.0,60.0,0.1176470588235294,0.56,1,0
722,2010,7-5 7-5 6-2,R128,132.0,Arnaud Clement,32.0876112252,2.0,55.0,0.46,0.47,James Blake,30.058863791900002,9.0,45.0,0.55,0.56,1,0
723,2010,6-3 6-3 3-6 5-7 6-4,R128,197.0,Andreas Seppi,25.9082819986,10.0,49.0,0.4854368932038835,0.546875,John Isner,24.7310061602,34.0,28.0,0.6,0.5684210526315789,1,0
724,2010,6-4 6-4 6-4,R128,116.0,Matthew Ebden,22.146475017100002,2.0,251.0,0.3870967741935484,0.375,Gael Monfils,23.3812457221,4.0,12.0,0.6428571428571429,0.7108433734939759,1,0
725,2010,0-6 6-4 7-6(4) 7-6(2),R128,231.0,David Guez,27.112936345,1.0,133.0,0.46,0.47,Julien Benneteau,28.079397672800003,4.0,43.0,0.42105263157894735,0.4545454545454545,1,0
726,2010,4-6 6-1 6-4 6-2,R128,155.0,Blaz Kavcic,22.874743326500003,1.0,124.0,0.18181818181818185,0.14285714285714285,Wayne Odesnik,24.158795345700003,6.0,89.0,0.55,0.56,1,0
727,2010,7-6(0) 6-1 6-4,R128,154.0,Peter Luczak,30.3846680356,7.0,70.0,0.46,0.47,Rafael Nadal,23.627652293,11.0,2.0,0.8714285714285714,0.8513513513513513,1,0
728,2010,7-6(3) 6-4 6-1,R64,120.0,Donald Young,20.4900752909,7.0,195.0,0.17647058823529413,0.2,Lleyton Hewitt,28.898015058200002,7.0,22.0,0.55,0.56,1,0
729,2010,4-6 3-6 7-6(4) 6-3 6-1,R64,249.0,David Ferrer,27.7973990418,1.0,18.0,0.4146341463414634,0.43478260869565216,Marcos Baghdatis,24.5886379192,12.0,31.0,0.4571428571428571,0.5384615384615384,1,0
730,2010,6-1 6-2 6-2,R64,109.0,Ivan Sergeyev,21.9958932238,0.0,209.0,0.46,0.47,Fernando Verdasco,26.176591375799998,6.0,9.0,0.5118110236220472,0.5285714285714286,1,0
731,2010,7-6(4) 6-1 6-2,R64,136.0,Ivan Dodig,25.0431211499,9.0,185.0,0.46,0.47,Stefan Koubek,33.043121149899996,9.0,134.0,0.55,0.56,1,0
732,2010,3-6 3-6 7-6(5) 6-1 6-3,R64,206.0,Michael Llodra,29.6700889802,6.0,72.0,0.46,0.47,Juan Monaco,25.8069815195,5.0,33.0,0.55,0.56,1,0
733,2010,6-3 6-3 6-0,R64,109.0,Illya Marchenko,22.3627652293,1.0,119.0,0.3333333333333333,0.3333333333333333,Nikolay Davydenko,28.629705681,9.0,6.0,0.55,0.56,1,0
734,2010,6-2 6-1 6-1,R64,91.0,Jan Hajek,26.4503764545,0.0,92.0,0.46,0.47,Mikhail Youzhny,27.5674195756,5.0,20.0,0.28,0.35294117647058826,1,0
735,2010,4-6 6-4 6-3 1-6 6-3,R64,200.0,Janko Tipsarevic,25.574264202600002,14.0,36.0,0.3888888888888889,0.3333333333333333,Tommy Haas,31.794661191,16.0,17.0,0.55,0.56,1,0
736,2010,6-4 6-1 6-3,R64,113.0,Marcel Granollers,23.7700205339,3.0,113.0,0.4482758620689655,0.2307692307692308,Alejandro Falla,26.1793292266,2.0,77.0,0.55,0.56,1,0
737,2010,6-4 6-4 7-5,R64,141.0,Tomas Berdych,24.336755646799997,4.0,21.0,0.5454545454545454,0.6388888888888888,Evgeny Korolev,21.9274469541,4.0,53.0,0.55,0.56,1,0
738,2010,4-6 6-4 7-6(2) 6-1,R64,164.0,Viktor Troicki,23.9370294319,26.0,30.0,0.3666666666666665,0.3333333333333333,Florian Mayer,26.288843258000004,6.0,60.0,0.1176470588235294,0.56,1,0
739,2010,3-6 6-4 5-7 7-6(4) 7-5,R64,231.0,Jarkko Nieminen,28.490075290900002,9.0,132.0,0.46,0.47,Florent Serra,28.887063655,11.0,64.0,0.55,0.56,1,0
740,2010,2-6 6-1 6-3 6-3,R64,137.0,Julien Benneteau,28.079397672800003,7.0,43.0,0.42105263157894735,0.4545454545454545,Ivo Karlovic,30.8884325804,26.0,39.0,0.3965517241379311,0.3888888888888889,1,0
741,2010,6-3 3-6 6-2 6-3,R64,153.0,Andrey Golubev,22.4941820671,6.0,131.0,0.46,0.47,Ivan Ljubicic,30.8364134155,12.0,24.0,0.55,0.56,1,0
742,2010,6-2 6-2 6-2,R64,113.0,Lukas Lacko,22.2094455852,2.0,75.0,0.3870967741935484,0.3043478260869565,Rafael Nadal,23.627652293,1.0,2.0,0.8714285714285714,0.8513513513513513,1,0
743,2010,6-3 6-4 6-4,R32,108.0,Albert Montanes,29.144421629,7.0,32.0,0.46,0.47,Roger Federer,28.4462696783,10.0,1.0,0.8320000000000001,0.8181818181818182,1,0
744,2010,6-1 6-1 6-2,R32,97.0,Denis Istomin,23.364818617399997,3.0,103.0,0.3461538461538461,0.2962962962962963,Novak Djokovic,22.6611909651,3.0,3.0,0.8430232558139535,0.8421052631578947,1,0
745,2010,6-4 3-6 6-1 7-5,R32,148.0,Tommy Haas,31.794661191,9.0,17.0,0.46,0.47,Jo-Wilfried Tsonga,24.7556468172,20.0,10.0,0.5757575757575758,0.5957446808510638,1,0
746,2010,6-4 6-3 6-4,R32,123.0,Alejandro Falla,26.1793292266,3.0,77.0,0.46,0.47,Nicolas Almagro,24.4106776181,10.0,25.0,0.55,0.56,1,0
747,2010,6-7(5) 6-3 1-6 6-3 6-4,R32,202.0,Evgeny Korolev,21.9274469541,16.0,53.0,0.46,0.47,Fernando Gonzalez,29.472963723499998,18.0,11.0,0.55,0.56,1,0
748,2010,4-6 6-4 6-3 6-3,R32,200.0,Stan Wawrinka,24.810403833000002,10.0,19.0,0.5943396226415094,0.6329113924050633,Marin Cilic,21.3059548255,10.0,14.0,0.6153846153846154,0.5862068965517241,1,0
749,2010,6-1 4-6 7-6(4) 7-6(5),R32,168.0,Gael Monfils,23.3812457221,12.0,12.0,0.6428571428571429,0.7108433734939759,John Isner,24.7310061602,26.0,28.0,0.6,0.5684210526315789,1,0
750,2010,6-3 3-6 6-3 7-6(7),R32,181.0,Ivan Ljubicic,30.8364134155,15.0,24.0,0.46,0.47,Ivo Karlovic,30.8884325804,33.0,39.0,0.3965517241379311,0.3888888888888889,1,0
751,2010,6-2 6-3 6-4,R16,115.0,Lleyton Hewitt,28.898015058200002,5.0,22.0,0.46,0.47,Roger Federer,28.4462696783,7.0,1.0,0.8320000000000001,0.8181818181818182,1,0
752,2010,6-2 7-5 4-6 6-7(5) 6-3,R16,237.0,Fernando Verdasco,26.176591375799998,14.0,9.0,0.5118110236220472,0.5285714285714286,Nikolay Davydenko,28.629705681,6.0,6.0,0.55,0.56,1,0
753,2010,6-1 6-2 7-5,R16,115.0,Lukasz Kubot,27.6769336071,4.0,86.0,0.46,0.47,Novak Djokovic,22.6611909651,10.0,3.0,0.8430232558139535,0.8421052631578947,1,0
754,2010,6-3 3-6 4-6 7-5 6-2,R16,205.0,Fernando Gonzalez,29.472963723499998,17.0,11.0,0.46,0.47,Andy Roddick,27.3867214237,33.0,7.0,0.55,0.56,1,0
755,2010,7-6(4) 6-3 6-2,R16,132.0,John Isner,24.7310061602,14.0,28.0,0.6,0.5684210526315789,Andy Murray,22.6803559206,5.0,4.0,0.5833333333333334,0.6060606060606061,1,0
756,2010,7-6(4) 6-3 3-6 2-6 6-3,QF,230.0,Andy Roddick,27.3867214237,15.0,7.0,0.46,0.47,Marin Cilic,21.3059548255,20.0,14.0,0.6153846153846154,0.5862068965517241,1,0
757,2010,6-3 7-6(2) 3-0 RET,QF,150.0,Rafael Nadal,23.627652293,1.0,2.0,0.8714285714285714,0.8513513513513513,Andy Murray,22.6803559206,12.0,4.0,0.5833333333333334,0.6060606060606061,1,0
758,2010,6-2 6-3 6-2,SF,88.0,Jo-Wilfried Tsonga,24.7556468172,6.0,10.0,0.5757575757575758,0.5957446808510638,Roger Federer,28.4462696783,4.0,1.0,0.8320000000000001,0.8181818181818182,1,0
759,2011,6-0 5-0 RET,R128,47.0,Marcos Daniel,32.539356605100004,0.0,93.0,0.46,0.47,Rafael Nadal,24.624229979499997,4.0,1.0,0.8714285714285714,0.8513513513513513,1,0
760,2011,6-4 6-4 6-1,R128,111.0,Daniel Gimeno Traver,25.445585215599998,10.0,60.0,0.46,0.47,Ryan Sweeting,23.512662559899997,3.0,116.0,0.55,0.56,1,0
761,2011,6-3 6-2 7-6(5),R128,110.0,Jeremy Chardy,23.928815879499997,12.0,44.0,0.5,0.484375,Bernard Tomic,18.2395619439,2.0,199.0,0.41025641025641024,0.4736842105263158,1,0
762,2011,6-3 7-6(6) 6-3,R128,134.0,Alejandro Falla,27.1759069131,6.0,103.0,0.46,0.47,Feliciano Lopez,29.325119780999998,17.0,31.0,0.4761904761904762,0.4528301886792453,1,0
763,2011,6-3 6-2 6-3,R128,84.0,Denis Gremelmayr,29.4209445585,5.0,120.0,0.46,0.47,Radek Stepanek,32.1396303901,7.0,66.0,0.55,0.56,1,0
764,2011,6-3 3-6 6-2 6-4,R128,143.0,Juan Ignacio Chela,31.3839835729,3.0,39.0,0.46,0.47,Michael Llodra,30.6666666667,9.0,24.0,0.55,0.56,1,0
765,2011,6-3 6-2 5-7 7-6(9),R128,203.0,Matthew Ebden,23.143052703600002,13.0,185.0,0.3870967741935484,0.375,Michael Russell,32.7145790554,4.0,100.0,0.55,0.56,1,0
766,2011,6-4 6-2 6-2,R128,94.0,Potito Starace,29.5112936345,4.0,48.0,0.46,0.47,Robin Soderling,26.425735797399998,12.0,4.0,0.55,0.56,1,0
767,2011,6-3 7-6(5) 6-4,R128,134.0,Simon Stadler,27.4962354552,3.0,288.0,0.46,0.47,Gilles Muller,27.693360711799997,11.0,122.0,0.32142857142857145,0.3333333333333333,1,0
768,2011,6-3 6-4 3-6 6-2,R128,153.0,Denis Istomin,24.361396303899998,2.0,41.0,0.3461538461538461,0.2962962962962963,Jan Hernych,31.5318275154,4.0,241.0,0.55,0.56,1,0
769,2011,7-5 7-5 4-6 3-6 6-3,R128,237.0,Ricardo Mello,30.0725530459,4.0,77.0,0.46,0.47,Thomaz Bellucci,23.0499657769,15.0,30.0,0.16666666666666666,0.56,1,0
770,2011,7-6(5) 6-2 6-4,R128,118.0,Ernests Gulbis,22.3819301848,12.0,23.0,0.4047619047619048,0.4615384615384616,Benjamin Becker,29.5879534565,12.0,55.0,0.55,0.56,1,0
771,2011,3-6 2-6 7-5 6-3 6-2,R128,219.0,Arnaud Clement,33.084188911700004,5.0,113.0,0.46,0.47,Andreas Seppi,26.904859685100003,12.0,51.0,0.4854368932038835,0.546875,1,0
772,2011,4-6 2-6 6-2 6-3 6-4,R128,195.0,Philipp Petzschner,26.81724846,14.0,57.0,0.46,0.47,Jo-Wilfried Tsonga,25.7522245038,11.0,13.0,0.5757575757575758,0.5957446808510638,1,0
773,2011,1-6 7-6(5) 6-2 2-6 6-4,R128,172.0,Carsten Ball,23.578370978800002,23.0,158.0,0.46,0.47,Pere Riba,22.7789185489,10.0,71.0,0.55,0.56,1,0
774,2011,7-6(13) 6-4 6-4,R128,159.0,Dudi Sela,25.787816564,4.0,92.0,0.4117647058823529,0.4545454545454545,Juan Martin del Potro,22.3162217659,19.0,236.0,0.7638888888888888,0.7916666666666666,1,0
775,2011,6-4 6-4 3-6 6-3,R128,152.0,Michael Berrer,30.546201231999998,16.0,61.0,0.46,0.47,Guillermo Garcia Lopez,27.6221765914,8.0,32.0,0.4,0.3333333333333333,1,0
776,2011,6-3 6-4 6-1,R128,133.0,Ruben Ramirez Hidalgo,33.029431896,1.0,76.0,0.46,0.47,Illya Marchenko,23.3593429158,9.0,79.0,0.3333333333333333,0.3333333333333333,1,0
777,2011,6-3 6-1 4-2 RET,R128,102.0,Karol Beck,28.7912388775,5.0,101.0,0.46,0.47,Andy Murray,23.6769336071,2.0,5.0,0.5833333333333334,0.6060606060606061,1,0
778,2011,6-4 6-3 6-4,R128,106.0,Ryan Harrison,18.6967830253,9.0,172.0,0.46296296296296297,0.5128205128205128,Adrian Mannarino,22.5516769336,4.0,74.0,0.4820143884892086,0.4851485148514851,1,0
779,2011,6-3 6-4 6-4,R128,121.0,Frank Dancevic,26.3080082136,2.0,267.0,0.46,0.47,Richard Gasquet,24.5831622177,5.0,33.0,0.5636363636363636,0.5454545454545454,1,0
780,2011,6-1 6-3 6-2,R128,104.0,Rainer Schuettler,34.7296372348,5.0,83.0,0.46,0.47,Fernando Verdasco,27.1731690623,8.0,9.0,0.5118110236220472,0.5285714285714286,1,0
781,2011,6-3 7-6(3) 6-3,R128,153.0,Filippo Volandri,29.366187542800002,0.0,88.0,0.46,0.47,Igor Andreev,27.512662559899997,6.0,75.0,0.55,0.56,1,0
782,2011,6-3 6-3 7-6(2),R128,152.0,Peter Luczak,31.3812457221,8.0,148.0,0.46,0.47,Ivan Ljubicic,31.832991101999998,19.0,16.0,0.55,0.56,1,0
783,2011,6-2 3-6 6-2 6-0,R128,142.0,Dmitry Tursunov,28.098562628299998,8.0,197.0,0.46,0.47,Viktor Troicki,24.9336071184,10.0,27.0,0.3666666666666665,0.3333333333333333,1,0
784,2011,6-4 3-6 6-7(5) 6-4 6-4,R128,177.0,Ivo Karlovic,31.8850102669,48.0,73.0,0.3965517241379311,0.3888888888888889,Ivan Dodig,26.0396988364,10.0,81.0,0.55,0.56,1,0
785,2011,6-1 6-3 6-1,R128,91.0,Marcel Granollers,24.7665982204,3.0,42.0,0.4482758620689655,0.2307692307692308,Novak Djokovic,23.657768651599998,7.0,3.0,0.8430232558139535,0.8421052631578947,1,0
786,2011,6-7(1) 6-4 6-4 7-6(6),R128,203.0,Michal Przysiezny,26.9185489391,16.0,84.0,0.46,0.47,Igor Kunitsyn,29.297741273099998,8.0,99.0,0.55,0.56,1,0
787,2011,7-6(5) 7-6(4) 6-2,R128,179.0,Simon Greul,29.7631759069,4.0,131.0,0.46,0.47,Juan Monaco,26.803559206,5.0,28.0,0.55,0.56,1,0
788,2011,7-6(3) 6-4 6-4,R128,147.0,Teymuraz Gabashvili,25.6536618754,4.0,78.0,0.46,0.47,Stan Wawrinka,25.8069815195,11.0,19.0,0.5943396226415094,0.6329113924050633,1,0
789,2011,6-7(5) 2-6 7-5 6-2 6-1,R128,218.0,Thiemo De Bakker,22.3271731691,14.0,47.0,0.25,0.3333333333333333,Gael Monfils,24.3778234086,13.0,12.0,0.6428571428571429,0.7108433734939759,1,0
790,2011,2-6 4-6 6-3 7-5 6-3,R128,212.0,Victor Hanescu,29.492128679,10.0,50.0,0.46,0.47,Mardy Fish,29.106091718000002,12.0,17.0,0.55,0.56,1,0
791,2011,7-6(4) 6-3 6-4,R128,157.0,Somdev Devvarman,25.9247091034,6.0,108.0,0.46,0.47,Tommy Robredo,28.714579055399998,9.0,52.0,0.55,0.56,1,0
792,2011,6-2 6-3 6-4,R128,91.0,Daniel Brands,23.5044490075,5.0,102.0,0.3333333333333333,0.5,Sergiy Stakhovsky,25.029431896,7.0,43.0,0.3333333333333333,0.3636363636363637,1,0
793,2011,7-6(4) 7-6(3) 6-3,R64,129.0,Feliciano Lopez,29.325119780999998,20.0,31.0,0.4761904761904762,0.4528301886792453,Bernard Tomic,18.2395619439,10.0,199.0,0.41025641025641024,0.4736842105263158,1,0
794,2011,4-6 6-4 6-2 6-1,R64,129.0,Radek Stepanek,32.1396303901,3.0,66.0,0.46,0.47,John Isner,25.7275838467,20.0,20.0,0.6,0.5684210526315789,1,0
795,2011,7-6(3) 6-3 7-6(4),R64,138.0,Michael Llodra,30.6666666667,10.0,24.0,0.46,0.47,Milos Raonic,20.0574948665,21.0,152.0,0.6756756756756757,0.6385542168674698,1,0
796,2011,6-1 6-0 2-0 RET,R64,59.0,David Nalbandian,29.0431211499,0.0,21.0,0.46,0.47,Ricardas Berankis,20.5749486653,8.0,95.0,0.4107142857142857,0.42857142857142855,1,0
797,2011,6-3 7-6(1) 6-1,R64,105.0,Gilles Muller,27.693360711799997,7.0,122.0,0.32142857142857145,0.3333333333333333,Robin Soderling,26.425735797399998,6.0,4.0,0.55,0.56,1,0
798,2011,6-2 6-4 6-2,R64,103.0,Pere Riba,22.7789185489,5.0,71.0,0.46,0.47,Jurgen Melzer,29.6563997262,9.0,11.0,1.0,1.0,1,0
799,2011,6-1 6-3 6-3,R64,117.0,Illya Marchenko,23.3593429158,5.0,79.0,0.3333333333333333,0.3333333333333333,Andy Murray,23.6769336071,16.0,5.0,0.5833333333333334,0.6060606060606061,1,0
800,2011,6-4 6-3 0-6 6-3,R64,144.0,Florian Mayer,27.285420944600002,7.0,36.0,0.1176470588235294,0.47,Kei Nishikori,21.0513347023,2.0,82.0,0.6576576576576577,0.65625,1,0
801,2011,2-6 4-6 6-4 7-6(0) 6-0,R64,232.0,Janko Tipsarevic,26.5708418891,17.0,49.0,0.3888888888888889,0.3333333333333333,Fernando Verdasco,27.1731690623,23.0,9.0,0.5118110236220472,0.5285714285714286,1,0
802,2011,6-3 6-7(2) 6-4 7-6(5),R64,185.0,Benoit Paire,21.6947296372,13.0,145.0,0.5035971223021583,0.4725274725274725,Ivan Ljubicic,31.832991101999998,8.0,16.0,0.55,0.56,1,0
803,2011,6-4 6-2 1-6 6-3,R64,162.0,Nicolas Mahut,28.9883641342,7.0,132.0,0.42857142857142855,0.3333333333333333,Viktor Troicki,24.9336071184,12.0,27.0,0.3666666666666665,0.3333333333333333,1,0
804,2011,7-5 6-7(8) 6-0 6-2,R64,201.0,Ivan Dodig,26.0396988364,8.0,81.0,0.46,0.47,Novak Djokovic,23.657768651599998,9.0,3.0,0.8430232558139535,0.8421052631578947,1,0
805,2011,7-5 6-3 6-3,R64,101.0,Grigor Dimitrov,19.6741957563,2.0,105.0,0.5504587155963303,0.5714285714285714,Stan Wawrinka,25.8069815195,8.0,19.0,0.5943396226415094,0.6329113924050633,1,0
806,2011,6-4 6-3 1-6 6-2,R64,149.0,Frederico Gil,25.8179329227,0.0,91.0,0.46,0.47,Gael Monfils,24.3778234086,8.0,12.0,0.6428571428571429,0.7108433734939759,1,0
807,2011,1-6 6-3 6-3 6-3,R64,153.0,Mardy Fish,29.106091718000002,12.0,17.0,0.46,0.47,Tommy Robredo,28.714579055399998,1.0,52.0,0.55,0.56,1,0
808,2011,6-4 6-0 6-1,R64,99.0,Albert Montanes,30.1409993155,5.0,26.0,0.46,0.47,Xavier Malisse,30.496919917899998,7.0,45.0,0.55,0.56,1,0
809,2011,6-2 6-3 4-6 4-6 6-3,R64,193.0,Gilles Simon,26.056125941100003,8.0,34.0,0.5378787878787878,0.5238095238095238,Roger Federer,29.4428473648,11.0,2.0,0.8320000000000001,0.8181818181818182,1,0
810,2011,4-6 6-2 6-7(5) 7-6(2) 9-7,R32,273.0,John Isner,25.7275838467,26.0,20.0,0.6,0.5684210526315789,Marin Cilic,22.302532512,22.0,15.0,0.6153846153846154,0.5862068965517241,1,0
811,2011,6-4 7-5 4-6 6-4,R32,166.0,Mikhail Youzhny,28.5639972621,3.0,10.0,0.28,0.35294117647058826,Milos Raonic,20.0574948665,28.0,152.0,0.6756756756756757,0.6385542168674698,1,0
812,2011,6-3 6-1 6-4,R32,118.0,Jan Hernych,31.5318275154,0.0,241.0,0.46,0.47,Robin Soderling,26.425735797399998,10.0,4.0,0.55,0.56,1,0
813,2011,6-7(5) 6-2 6-1 4-3 RET,R32,141.0,Marcos Baghdatis,25.5852156057,4.0,22.0,0.4571428571428571,0.5384615384615384,Jurgen Melzer,29.6563997262,6.0,11.0,1.0,1.0,1,0
814,2011,6-1 6-1 6-2,R32,82.0,Guillermo Garcia Lopez,27.6221765914,3.0,32.0,0.4,0.3333333333333333,Andy Murray,23.6769336071,10.0,5.0,0.5833333333333334,0.6060606060606061,1,0
815,2011,6-2 6-4 6-3,R32,120.0,Kei Nishikori,21.0513347023,1.0,82.0,0.6576576576576577,0.65625,Fernando Verdasco,27.1731690623,3.0,9.0,0.5118110236220472,0.5285714285714286,1,0
816,2011,2-6 7-6(2) 6-2 6-2,R32,146.0,Robin Haase,23.783709787800003,10.0,62.0,0.4395604395604396,0.4736842105263158,Andy Roddick,28.3832991102,32.0,8.0,0.55,0.56,1,0
817,2011,4-6 6-2 6-3 6-4,R16,156.0,Milos Raonic,20.0574948665,15.0,152.0,0.6756756756756757,0.6385542168674698,David Ferrer,28.7939767283,3.0,7.0,0.4146341463414634,0.43478260869565216,1,0
818,2011,6-4 6-2 6-3,R16,118.0,Fernando Verdasco,27.1731690623,10.0,9.0,0.5118110236220472,0.5285714285714286,Tomas Berdych,25.3333333333,11.0,6.0,0.5454545454545454,0.6388888888888888,1,0
