,year,score,round,minutes,p1name,p1age,p1ace,p1rank,p1_win_pct,p1_win_pct_hsf,p2name,p2age,p2ace,p2rank,p2_win_pct,p2_win_pct_hsf,p1won,p2won
260,2011,6-3 6-1 5-7 4-6 6-1,R64,219.0,Blaz Kavcic,23.871321013000003,6.0,98.0,0.18181818181818185,0.14285714285714285,Mikhail Youzhny,28.5639972621,14.0,10.0,0.28,0.35294117647058826,0,1
261,2020,4-6 6-2 6-0 6-4,R128,150.0,Juan Ignacio Londero,26.431211499,4.0,52.0,0.4918032786885246,0.26666666666666666,Grigor Dimitrov,28.681724845999998,17.0,20.0,0.5504587155963303,0.5714285714285714,0,1
262,2012,7-5 4-6 6-2 6-3,R128,172.0,Albert Ramos,23.9972621492,4.0,67.0,0.4796747967479675,0.3636363636363637,Tomas Berdych,26.3299110198,7.0,7.0,0.5454545454545454,0.6388888888888888,0,1
263,2014,2-6 6-4 6-2 3-6 9-7,QF,240.0,Novak Djokovic,26.6475017112,7.0,2.0,0.8430232558139535,0.8421052631578947,Stan Wawrinka,28.796714579099998,17.0,8.0,0.5943396226415094,0.6329113924050633,0,1
264,2014,4-6 4-6 6-3 4-1 RET,R64,142.0,Ivan Dodig,29.029431896,14.0,34.0,0.46,0.47,Damir Dzumhur,21.650924024600002,7.0,188.0,0.3939393939393939,0.36764705882352944,0,1
265,2015,6-1 6-2 7-6(6),R128,113.0,Andrey Golubev,27.4962354552,5.0,73.0,0.46,0.47,Jarkko Nieminen,33.492128679000004,4.0,72.0,0.55,0.56,0,1
266,2018,6-1 6-4 7-5,R128,125.0,Blaz Kavcic,30.866529774099998,0.0,106.0,0.18181818181818185,0.14285714285714285,Richard Gasquet,31.578370978800002,10.0,31.0,0.5636363636363636,0.5454545454545454,0,1
267,2012,4-6 6-3 6-4 6-2,R128,192.0,Ryan Harrison,19.6933607118,8.0,77.0,0.46296296296296297,0.5128205128205128,Andy Murray,24.6735112936,8.0,4.0,0.5833333333333334,0.6060606060606061,0,1
268,2020,6-3 4-6 6-4 6-2,R128,156.0,Frances Tiafoe,21.9986310746,3.0,50.0,0.4871794871794872,0.5,Daniil Medvedev,23.9397672827,13.0,4.0,0.7071823204419889,0.7586206896551724,0,1
269,2013,6-0 7-5 4-6 6-3,R64,158.0,Tim Smyczek,25.0431211499,5.0,125.0,0.3181818181818182,0.3076923076923077,David Ferrer,30.787132101300003,3.0,5.0,0.4146341463414634,0.43478260869565216,0,1
270,2014,7-5 7-5 6-2,R128,123.0,Ricardas Berankis,23.5646817248,10.0,128.0,0.4107142857142857,0.42857142857142855,Alexandr Dolgopolov,25.18275154,8.0,56.0,0.5,0.625,0,1
271,2010,6-2 1-6 6-3 6-3,R128,171.0,Mardy Fish,28.1095140315,3.0,54.0,0.46,0.47,Andrey Golubev,22.4941820671,4.0,131.0,0.55,0.56,0,1
272,2012,2-6 6-1 6-1 4-1 RET,R128,121.0,Ivan Dodig,27.0362765229,6.0,36.0,0.46,0.47,Frederico Gil,26.8145106092,3.0,107.0,0.55,0.56,0,1
273,2015,7-6(5) 6-7(4) 6-3 6-0,F,219.0,Andy Murray,27.6824093087,10.0,6.0,0.5833333333333334,0.6060606060606061,Novak Djokovic,27.663244353200003,9.0,1.0,0.8430232558139535,0.8421052631578947,0,1
274,2011,6-2 6-4 6-3,R16,151.0,Marin Cilic,22.302532512,8.0,15.0,0.6153846153846154,0.5862068965517241,Rafael Nadal,24.624229979499997,3.0,1.0,0.8714285714285714,0.8513513513513513,0,1
275,2014,7-5 6-2 6-2,R32,98.0,Jerzy Janowicz,23.167693360700003,3.0,20.0,0.46,0.47,Florian Mayer,30.2751540041,17.0,37.0,0.1176470588235294,0.56,0,1
276,2015,5-7 4-6 6-3 7-6(5) 8-6,R16,214.0,Andreas Seppi,30.9103353867,23.0,46.0,0.4854368932038835,0.546875,Nick Kyrgios,19.7316906229,25.0,53.0,0.6428571428571429,0.671875,0,1
277,2010,6-7(5) 6-4 6-2 6-1,R128,170.0,Simon Greul,28.7665982204,3.0,61.0,0.46,0.47,Tommy Haas,31.794661191,14.0,17.0,0.55,0.56,0,1
278,2014,7-6(12) 6-3 6-4,R128,132.0,Frank Dancevic,29.297741273099998,12.0,122.0,0.46,0.47,Benoit Paire,24.684462696799997,24.0,28.0,0.5035971223021583,0.4725274725274725,0,1
279,2010,6-3 6-4 7-6(11),F,161.0,Andy Murray,22.6803559206,10.0,4.0,0.5833333333333334,0.6060606060606061,Roger Federer,28.4462696783,11.0,1.0,0.8320000000000001,0.8181818181818182,0,1
280,2017,6-3 6-4 6-3,R128,120.0,Go Soeda,32.3641341547,5.0,139.0,0.375,0.375,Malek Jaziri,32.9911019849,7.0,56.0,0.4057971014492754,0.3888888888888889,0,1
281,2017,6-3 7-6(1) 6-4,R32,115.0,Philipp Kohlschreiber,33.253935660500005,3.0,33.0,0.4747474747474748,0.4901960784313725,Gael Monfils,30.376454483200003,8.0,6.0,0.6428571428571429,0.7108433734939759,0,1
282,2018,6-2 6-7(5) 6-3 3-6 6-1,F,183.0,Marin Cilic,29.297741273099998,16.0,6.0,0.6153846153846154,0.5862068965517241,Roger Federer,36.438056125900005,24.0,2.0,0.8320000000000001,0.8181818181818182,0,1
283,2015,6-3 6-4 6-4,R128,124.0,Stephane Robert,34.674880219,7.0,132.0,0.25,0.47,Marcel Granollers,28.772073921999997,10.0,58.0,0.4482758620689655,0.2307692307692308,0,1
284,2017,6-4 4-6 6-4 4-6 6-2,R32,207.0,Pablo Carreno Busta,25.5167693361,5.0,31.0,0.5877862595419847,0.6436781609195402,Denis Istomin,30.3600273785,16.0,117.0,0.3461538461538461,0.2962962962962963,0,1
285,2010,6-3 7-6(4) 7-5,R64,136.0,Louk Sorensen,25.029431896,11.0,284.0,0.46,0.47,John Isner,24.7310061602,21.0,28.0,0.6,0.5684210526315789,0,1
286,2018,6-1 6-3 7-6(5),R128,116.0,Stefanos Tsitsipas,19.4277891855,6.0,82.0,0.6505376344086021,0.6434108527131783,Denis Shapovalov,18.7542778919,9.0,50.0,0.5632911392405063,0.5916666666666667,0,1
287,2012,5-7 7-6(12) 6-3 6-4,R128,223.0,Dmitry Tursunov,29.095140314899997,9.0,43.0,0.46,0.47,Janko Tipsarevic,27.5674195756,28.0,9.0,0.3888888888888889,0.3333333333333333,0,1
288,2015,6-4 7-6(4) 4-6 6-4,R64,142.0,Andreas Haider Maurer,27.8302532512,21.0,79.0,0.46,0.47,John Isner,29.733059548299998,27.0,21.0,0.6,0.5684210526315789,0,1
289,2015,6-3 3-6 6-2 6-3,R128,126.0,Jiri Vesely,21.5277207392,6.0,39.0,0.5147058823529411,0.4482758620689655,Viktor Troicki,28.93908282,14.0,54.0,0.3666666666666665,0.3333333333333333,0,1
290,2011,6-3 6-2 6-4,R128,100.0,Mikhail Kukushkin,23.06091718,1.0,63.0,0.4571428571428571,0.4722222222222222,Alexandr Dolgopolov,22.1930184805,16.0,46.0,0.5,0.625,0,1
291,2017,6-7(6) 3-6 7-5 6-2 22-20,R128,314.0,Horacio Zeballos,31.723477070500003,33.0,68.0,0.44,0.375,Ivo Karlovic,37.8836413415,75.0,21.0,0.3965517241379311,0.3888888888888889,0,1
292,2019,6-3 6-0 7-5,R128,102.0,Kyle Edmund,24.016427104699996,4.0,14.0,0.5478260869565217,0.56,Tomas Berdych,33.325119781,12.0,57.0,0.5454545454545454,0.6388888888888888,0,1
293,2010,6-4 6-2 3-6 4-6 6-3,R64,177.0,Benjamin Becker,28.59137577,14.0,38.0,0.46,0.47,Nicolas Almagro,24.4106776181,17.0,25.0,0.55,0.56,0,1
294,2014,6-3 6-3 6-7(4) 6-4,R64,167.0,Alejandro Falla,30.1656399726,1.0,87.0,0.46,0.47,Stan Wawrinka,28.796714579099998,9.0,8.0,0.5943396226415094,0.6329113924050633,0,1
295,2012,6-7(4) 6-2 3-6 6-2 6-3,R64,208.0,Ryan Sweeting,24.509240246399997,5.0,68.0,0.46,0.47,David Ferrer,29.7905544148,6.0,5.0,0.4146341463414634,0.43478260869565216,0,1
296,2010,6-3 2-6 6-4 6-3,R128,135.0,Sam Querrey,22.2833675565,15.0,29.0,0.5368421052631579,0.4925373134328358,Rainer Schuettler,33.7330595483,1.0,107.0,0.55,0.56,0,1
297,2014,6-4 7-6(6) 6-4,R64,133.0,Michael Berrer,33.5359342916,6.0,144.0,0.46,0.47,Feliciano Lopez,32.3148528405,8.0,27.0,0.4761904761904762,0.4528301886792453,0,1
298,2018,7-6(0) 6-3 6-4,R64,128.0,Matthew Ebden,30.1382614648,5.0,78.0,0.3870967741935484,0.375,Alexandr Dolgopolov,29.1882272416,19.0,37.0,0.5,0.625,0,1
299,2014,6-1 6-1 7-6(3),R64,109.0,Dusan Lajovic,23.5400410678,7.0,117.0,0.4715447154471545,0.42105263157894735,Kei Nishikori,24.041067761799997,5.0,17.0,0.6576576576576577,0.65625,0,1
300,2010,6-2 6-4 6-4,R128,120.0,Paolo Lorenzi,28.093086926799998,3.0,83.0,0.30952380952380953,0.45,Marcos Baghdatis,24.5886379192,7.0,31.0,0.4571428571428571,0.5384615384615384,0,1
301,2018,6-4 7-6(5) 6-4,R64,116.0,Pablo Cuevas,32.038329911,7.0,34.0,0.4897959183673469,0.3666666666666665,Ryan Harrison,25.6919917864,14.0,45.0,0.46296296296296297,0.5128205128205128,0,1
302,2015,7-6(6) 6-2 6-4,R128,129.0,Tatsuma Ito,26.672142368200003,3.0,89.0,0.16666666666666666,0.16666666666666666,Martin Klizan,25.5249828884,5.0,34.0,0.5,0.4,0,1
303,2017,6-3 1-6 7-6(3) 3-6 6-3,R64,227.0,Paolo Lorenzi,35.0882956879,8.0,43.0,0.30952380952380953,0.45,Viktor Troicki,30.932238193000003,21.0,35.0,0.3666666666666665,0.3333333333333333,0,1
304,2014,7-6(3) 6-4 6-4,R64,140.0,Nikolay Davydenko,32.6160164271,7.0,61.0,0.46,0.47,Richard Gasquet,27.572895277199997,9.0,9.0,0.5636363636363636,0.5454545454545454,0,1
305,2012,6-1 6-4 6-0,R128,94.0,Bjorn Phau,32.2847364819,2.0,174.0,0.46,0.47,Olivier Rochus,30.992470910300003,7.0,54.0,0.55,0.56,0,1
306,2019,6-1 6-4 6-4,R128,121.0,Steve Darcis,34.8391512663,11.0,321.0,0.35,0.4,Borna Coric,22.1656399726,16.0,12.0,0.6102941176470589,0.5977011494252874,0,1
307,2011,6-4 6-4 3-6 6-2,R64,184.0,Juan Monaco,26.803559206,2.0,28.0,0.46,0.47,Robin Haase,23.783709787800003,9.0,62.0,0.4395604395604396,0.4736842105263158,0,1
308,2016,6-2 7-5 6-2,R128,91.0,Pablo Carreno Busta,24.5201916496,3.0,68.0,0.5877862595419847,0.6436781609195402,Nick Kyrgios,20.7282683094,16.0,30.0,0.6428571428571429,0.671875,0,1
309,2020,6-3 0-6 6-4 7-6(5),R128,135.0,Christopher O'Connell,25.6317590691,15.0,115.0,0.3333333333333333,0.3333333333333333,Andrey Rublev,22.250513347,8.0,16.0,0.6551724137931034,0.6585365853658537,0,1
310,2018,6-2 7-5 1-6 7-5,R64,152.0,Lukas Lacko,30.2012320329,14.0,86.0,0.3870967741935484,0.3043478260869565,Nicolas Kicker,25.415468856900002,2.0,93.0,0.4,0.5,0,1
311,2011,6-3 7-6(1) 7-6(5),R64,150.0,Andreas Seppi,26.904859685100003,8.0,51.0,0.4854368932038835,0.546875,Jo-Wilfried Tsonga,25.7522245038,20.0,13.0,0.5757575757575758,0.5957446808510638,0,1
312,2019,5-7 7-6(6) 6-3 6-1,R128,158.0,Sam Querrey,31.2717316906,23.0,49.0,0.5368421052631579,0.4925373134328358,Pierre Hugues Herbert,27.8275154004,21.0,55.0,0.5045871559633027,0.48,0,1
313,2019,4-6 6-3 6-2 6-2,R128,133.0,Jack Sock,26.3052703628,13.0,105.0,0.28205128205128205,0.3,Alex Bolt,26.0232717317,22.0,155.0,0.3333333333333333,0.375,0,1
314,2012,6-4 6-4 7-6(1),R128,124.0,Benjamin Mitchell,19.126625598900002,7.0,222.0,0.46,0.47,John Isner,26.7241615332,19.0,17.0,0.6,0.5684210526315789,0,1
315,2016,4-6 6-2 4-6 6-2 6-1,R64,170.0,Dusan Lajovic,25.5523613963,8.0,77.0,0.4715447154471545,0.42105263157894735,Roberto Bautista Agut,27.7618069815,7.0,21.0,0.6549295774647887,0.6666666666666666,0,1
316,2016,6-3 7-6 6-3,R64,113.0,Austin Krajicek,25.590691307300002,7.0,103.0,0.46,0.47,Kei Nishikori,26.0533880903,13.0,7.0,0.6576576576576577,0.65625,0,1
317,2010,6-7(4) 7-6(1) 7-5 6-2,R128,185.0,Carsten Ball,22.5817932923,13.0,129.0,0.46,0.47,Fernando Verdasco,26.176591375799998,7.0,9.0,0.5118110236220472,0.5285714285714286,0,1
318,2011,1-6 6-3 6-1 4-6 6-2,R16,156.0,Robin Soderling,26.425735797399998,6.0,4.0,0.46,0.47,Alexandr Dolgopolov,22.1930184805,11.0,46.0,0.5,0.625,0,1
319,2019,3-6 6-3 6-4 6-3,R128,151.0,Peter Gojowczyk,29.5003422313,6.0,63.0,0.40963855421686746,0.43333333333333335,Karen Khachanov,22.6502395619,15.0,11.0,0.5844155844155844,0.5929203539823009,0,1
320,2013,2-6 6-4 7-5 6-4,R128,157.0,Santiago Giraldo,25.133470225900002,3.0,64.0,0.3,0.47,Ryan Harrison,20.6899383984,10.0,62.0,0.46296296296296297,0.5128205128205128,0,1
321,2018,6-3 6-3 6-2,R32,116.0,Nicolas Kicker,25.415468856900002,4.0,93.0,0.4,0.5,Marton Fucsovics,25.9356605065,12.0,80.0,0.4913793103448276,0.4931506849315068,0,1
322,2015,6-1 6-3 6-3,R64,113.0,Alejandro Gonzalez,25.9466119097,5.0,107.0,0.6666666666666666,0.5,Guillermo Garcia Lopez,31.627652293,7.0,37.0,0.4,0.3333333333333333,0,1
323,2017,6-4 7-6(7) 6-4,QF,164.0,Milos Raonic,26.056125941100003,14.0,3.0,0.6756756756756757,0.6385542168674698,Rafael Nadal,30.6228610541,4.0,9.0,0.8714285714285714,0.8513513513513513,0,1
324,2013,6-2 6-2 6-4,R64,115.0,Feliciano Lopez,31.318275154000002,15.0,42.0,0.4761904761904762,0.4528301886792453,Radek Stepanek,34.132785763200005,13.0,34.0,0.55,0.56,0,1
325,2017,6-4 6-4 6-4,R32,131.0,Lukas Lacko,29.2046543463,12.0,121.0,0.3870967741935484,0.3043478260869565,Kei Nishikori,27.0499657769,5.0,5.0,0.6576576576576577,0.65625,0,1
326,2012,6-4 6-3 6-0,R128,113.0,Guillermo Garcia Lopez,28.6187542779,1.0,66.0,0.4,0.3333333333333333,Mikhail Kukushkin,24.0574948665,5.0,92.0,0.4571428571428571,0.4722222222222222,0,1
327,2020,6-4 6-3 6-2,R32,107.0,Alexei Popyrin,20.4599589322,8.0,96.0,0.35714285714285715,0.3714285714285713,Daniil Medvedev,23.9397672827,6.0,4.0,0.7071823204419889,0.7586206896551724,0,1
328,2017,6-2 6-4 6-4,R32,90.0,Tomas Berdych,31.3319644079,13.0,10.0,0.5454545454545454,0.6388888888888888,Roger Federer,35.4414784394,8.0,17.0,0.8320000000000001,0.8181818181818182,0,1
329,2015,6-1 6-0 7-5,R32,124.0,Dudi Sela,29.793292265599998,2.0,106.0,0.4117647058823529,0.4545454545454545,Rafael Nadal,28.629705681,4.0,3.0,0.8714285714285714,0.8513513513513513,0,1
330,2014,7-6(6) 6-4 6-4,R64,135.0,Thomaz Bellucci,26.0396988364,9.0,129.0,0.16666666666666666,0.47,Jo-Wilfried Tsonga,28.741957563299998,13.0,10.0,0.5757575757575758,0.5957446808510638,0,1
331,2015,6-2 6-2 6-1,R128,85.0,Paul Henri Mathieu,33.0184804928,8.0,93.0,0.46,0.47,Philipp Kohlschreiber,31.2607802875,18.0,24.0,0.4747474747474748,0.4901960784313725,0,1
332,2010,6-4 6-4 6-0,R128,110.0,Leonardo Mayer,22.6803559206,7.0,69.0,0.42696629213483145,0.4166666666666667,Lukas Lacko,22.2094455852,7.0,75.0,0.3870967741935484,0.3043478260869565,0,1
333,2014,4-6 7-6(3) 6-7(5) 6-1 6-2,R64,237.0,Marin Cilic,25.2922655715,15.0,36.0,0.6153846153846154,0.5862068965517241,Gilles Simon,29.045859000700002,7.0,19.0,0.5378787878787878,0.5238095238095238,0,1
334,2012,6-1 6-2 4-6 1-6 6-2,R128,158.0,Peter Gojowczyk,22.5051334702,4.0,248.0,0.40963855421686746,0.43333333333333335,Donald Young,22.4832306639,5.0,42.0,0.17647058823529413,0.2,0,1
335,2017,6-7(4) 6-2 6-4 6-4,R16,173.0,Daniel Evans,26.6529774127,8.0,51.0,0.5142857142857142,0.5517241379310345,Jo-Wilfried Tsonga,31.750855578400003,17.0,12.0,0.5757575757575758,0.5957446808510638,0,1
336,2019,6-0 6-2 6-2,R128,88.0,Christian Garin,22.6255989049,3.0,89.0,0.5581395348837209,0.3939393939393939,David Goffin,28.104038329899996,9.0,22.0,0.59375,0.5783132530120482,0,1
337,2013,4-6 6-3 7-5 7-6(1),R128,185.0,Aljaz Bedene,23.4934976044,11.0,77.0,0.4888888888888889,0.4418604651162791,Benjamin Becker,31.5811088296,16.0,66.0,0.55,0.56,0,1
338,2014,6-3 6-7(4) 6-1 7-6(6),R64,212.0,Julien Benneteau,32.0657084189,14.0,38.0,0.42105263157894735,0.4545454545454545,Tommy Robredo,31.704312115,17.0,18.0,0.55,0.56,0,1
339,2015,6-7(2) 6-2 6-0 6-3,R128,145.0,Thomaz Bellucci,27.055441478400002,4.0,65.0,0.16666666666666666,0.47,David Ferrer,32.7994524298,5.0,10.0,0.4146341463414634,0.43478260869565216,0,1
340,2013,6-3 6-2 6-4,R128,84.0,Arnau Brugues Davi,27.8631074606,3.0,198.0,0.46,0.47,Feliciano Lopez,31.318275154000002,26.0,42.0,0.4761904761904762,0.4528301886792453,0,1
341,2014,7-6(4) 0-6 7-6(3) 6-2,R128,182.0,Igor Sijsling,26.4065708419,20.0,73.0,0.46,0.47,Thanasi Kokkinakis,17.7604380561,6.0,570.0,0.4,0.42857142857142855,0,1
342,2011,3-6 7-5 6-1 4-6 6-2,R128,203.0,Grega Zemlja,24.301163586599998,9.0,141.0,0.46,0.47,Marcos Baghdatis,25.5852156057,15.0,22.0,0.4571428571428571,0.5384615384615384,0,1
343,2015,6-3 6-3 6-3,R16,127.0,David Ferrer,32.7994524298,2.0,10.0,0.4146341463414634,0.43478260869565216,Kei Nishikori,25.0568104038,7.0,5.0,0.6576576576576577,0.65625,0,1
344,2015,6-3 6-4 7-6(3),R128,133.0,Yuki Bhambri,22.5434633812,5.0,317.0,0.2857142857142857,0.4,Andy Murray,27.6824093087,13.0,6.0,0.5833333333333334,0.6060606060606061,0,1
345,2020,6-3 6-4 6-2,R64,97.0,Christian Garin,23.6413415469,2.0,36.0,0.5581395348837209,0.3939393939393939,Milos Raonic,29.065023956199997,19.0,35.0,0.6756756756756757,0.6385542168674698,0,1
346,2011,6-1 6-2 7-6(3),R128,121.0,Pablo Andujar,24.982888432600003,1.0,70.0,0.4067796610169492,0.2608695652173913,Xavier Malisse,30.496919917899998,1.0,45.0,0.55,0.56,0,1
347,2011,6-7(3) 6-2 6-4 6-2,R128,217.0,Yen Hsun Lu,27.427789185500004,3.0,37.0,0.46,0.47,Gilles Simon,26.056125941100003,6.0,34.0,0.5378787878787878,0.5238095238095238,0,1
348,2013,7-6(4) 6-3 6-4,R32,112.0,Philipp Kohlschreiber,29.2484599589,5.0,19.0,0.4747474747474748,0.4901960784313725,Milos Raonic,22.0506502396,23.0,15.0,0.6756756756756757,0.6385542168674698,0,1
349,2017,6-1 RET,R128,32.0,Luca Vanni,31.6194387406,1.0,157.0,0.46,0.47,Tomas Berdych,31.3319644079,2.0,10.0,0.5454545454545454,0.6388888888888888,0,1
350,2011,6-3 6-1 6-1,R16,104.0,Jurgen Melzer,29.6563997262,1.0,11.0,1.0,1.0,Andy Murray,23.6769336071,13.0,5.0,0.5833333333333334,0.6060606060606061,0,1
351,2013,6-2 6-2 6-4,R64,120.0,Guillaume Rufin,22.6392881588,6.0,92.0,0.46,0.47,Tomas Berdych,27.3264887064,8.0,6.0,0.5454545454545454,0.6388888888888888,0,1
352,2020,7-6(7) 7-6(1) 3-6 4-6 7-5,R128,234.0,Quentin Halys,23.2334017796,32.0,215.0,0.14285714285714285,0.16666666666666666,Filip Krajinovic,27.895961670100004,6.0,41.0,0.5700934579439252,0.5617977528089888,0,1
353,2020,6-4 3-6 6-2 7-6(1),R128,174.0,Laslo Djere,24.635181382600003,7.0,40.0,0.4891304347826087,0.2,Yoshihito Nishioka,24.314852840500002,2.0,71.0,0.5,0.5652173913043478,0,1
354,2012,4-6 6-3 7-6(5) 6-3,R32,186.0,Milos Raonic,21.054072553,23.0,25.0,0.6756756756756757,0.6385542168674698,Lleyton Hewitt,30.8911704312,7.0,181.0,0.55,0.56,0,1
355,2010,6-3 6-4 6-4,R128,104.0,Guillaume Rufin,19.6495550992,2.0,173.0,0.46,0.47,Bernard Tomic,17.2429842574,5.0,289.0,0.41025641025641024,0.4736842105263158,0,1
356,2013,6-3 6-2 6-2,R32,109.0,Jurgen Melzer,31.6495550992,3.0,29.0,1.0,1.0,Tomas Berdych,27.3264887064,13.0,6.0,0.5454545454545454,0.6388888888888888,0,1
357,2010,6-0 6-3 6-4,R32,109.0,Juan Monaco,25.8069815195,0.0,33.0,0.46,0.47,Nikolay Davydenko,28.629705681,6.0,6.0,0.55,0.56,0,1
358,2015,7-6(4) 7-5 7-5,R64,140.0,Matthias Bachinger,27.8001368925,12.0,142.0,0.5,0.6,Jarkko Nieminen,33.492128679000004,5.0,72.0,0.55,0.56,0,1
359,2015,7-5 3-6 6-2 6-1,R64,152.0,Jeremy Chardy,27.934291581100002,17.0,31.0,0.5,0.484375,Andreas Seppi,30.9103353867,8.0,46.0,0.4854368932038835,0.546875,0,1
360,2018,7-6(7) 6-3 7-5,R128,143.0,Mikhail Youzhny,35.5592060233,9.0,90.0,0.28,0.35294117647058826,Pablo Cuevas,32.038329911,12.0,34.0,0.4897959183673469,0.3666666666666665,0,1
361,2019,6-1 7-6(0) 6-3,R128,112.0,Feliciano Lopez,37.316906228600004,9.0,66.0,0.4761904761904762,0.4528301886792453,Jordan Thompson,24.7364818617,9.0,72.0,0.4634146341463415,0.4642857142857143,0,1
362,2017,6-4 1-6 6-2 6-4,R128,150.0,Alex Bolt,24.0301163587,19.0,632.0,0.3333333333333333,0.375,Yoshihito Nishioka,21.3059548255,1.0,99.0,0.5,0.5652173913043478,0,1
363,2014,4-6 6-3 5-7 6-4 7-5,R64,233.0,Juan Martin del Potro,25.305954825500002,28.0,5.0,0.7638888888888888,0.7916666666666666,Roberto Bautista Agut,25.749486653,12.0,62.0,0.6549295774647887,0.6666666666666666,0,1
364,2011,6-3 7-6(4) 6-4,R64,132.0,Adrian Mannarino,22.5516769336,5.0,74.0,0.4820143884892086,0.4851485148514851,Richard Gasquet,24.5831622177,12.0,33.0,0.5636363636363636,0.5454545454545454,0,1
365,2010,6-3 6-4 7-5,R64,112.0,Marsel Ilhan,22.606433949299998,4.0,154.0,0.46,0.47,Fernando Gonzalez,29.472963723499998,12.0,11.0,0.55,0.56,0,1
366,2016,6-2 6-1 6-2,R128,72.0,Nikoloz Basilashvili,23.901437371700002,2.0,118.0,0.4878048780487805,0.4864864864864865,Roger Federer,34.4449007529,6.0,3.0,0.8320000000000001,0.8181818181818182,0,1
367,2011,6-1 6-3 6-3,QF,107.0,Stan Wawrinka,25.8069815195,1.0,19.0,0.5943396226415094,0.6329113924050633,Roger Federer,29.4428473648,5.0,2.0,0.8320000000000001,0.8181818181818182,0,1
368,2010,6-4 6-3 6-3,R64,101.0,Taylor Dent,28.7364818617,6.0,79.0,0.46,0.47,Jo-Wilfried Tsonga,24.7556468172,12.0,10.0,0.5757575757575758,0.5957446808510638,0,1
369,2011,3-6 6-3 3-6 6-1 6-1,R32,139.0,Jo-Wilfried Tsonga,25.7522245038,6.0,13.0,0.5757575757575758,0.5957446808510638,Alexandr Dolgopolov,22.1930184805,9.0,46.0,0.5,0.625,0,1
370,2013,1-6 7-6(5) 7-6(4) 6-2,R128,205.0,Maxime Authom,25.7987679671,4.0,156.0,0.46,0.47,Carlos Berlocq,29.9466119097,10.0,68.0,0.1111111111111111,0.56,0,1
371,2014,6-4 6-4 7-6(2),R128,133.0,Somdev Devvarman,28.9144421629,6.0,97.0,0.46,0.47,Feliciano Lopez,32.3148528405,12.0,27.0,0.4761904761904762,0.4528301886792453,0,1
372,2019,6-7(4) 6-4 7-5 7-6(2),R16,195.0,Borna Coric,22.1656399726,24.0,12.0,0.6102941176470589,0.5977011494252874,Lucas Pouille,24.889801505799998,19.0,31.0,0.5227272727272727,0.5535714285714286,0,1
373,2015,6-2 6-2 7-6(3),R64,107.0,Ricardas Berankis,24.5804243669,4.0,85.0,0.4107142857142857,0.42857142857142855,Kevin Anderson,28.6735112936,14.0,15.0,0.6734693877551021,0.6986301369863014,0,1
374,2017,7-5 6-3 6-0,R64,111.0,Donald Young,27.485284051999997,5.0,85.0,0.17647058823529413,0.2,Philipp Kohlschreiber,33.253935660500005,3.0,33.0,0.4747474747474748,0.4901960784313725,0,1
375,2016,6-1 6-3 6-2,R128,83.0,Yuichi Sugita,27.3319644079,4.0,124.0,0.2978723404255319,0.3125,Gael Monfils,29.3798767967,12.0,25.0,0.6428571428571429,0.7108433734939759,0,1
376,2016,7-6 7-6 6-7 7-6,R128,219.0,Brian Baker,30.7186858316,15.0,1039.0,0.46,0.47,Simone Bolelli,30.2778918549,26.0,64.0,0.4615384615384616,0.3333333333333333,0,1
377,2015,7-6(5) 1-6 7-5 6-1,R64,153.0,Roberto Bautista Agut,26.765229295,15.0,16.0,0.6549295774647887,0.6666666666666666,Gilles Muller,31.698836413400002,27.0,42.0,0.32142857142857145,0.3333333333333333,0,1
378,2015,6-4 7-6(5) 6-4,R128,148.0,Jordan Thompson,20.7501711157,4.0,274.0,0.4634146341463415,0.4642857142857143,Joao Sousa,25.8069815195,4.0,55.0,0.452991452991453,0.4393939393939394,0,1
379,2017,6-4 7-6(1) 6-4,R128,150.0,Thomas Fabbiano,27.6440793977,1.0,141.0,0.3673469387755102,0.2608695652173913,Donald Young,27.485284051999997,8.0,85.0,0.17647058823529413,0.2,0,1
380,2018,6-4 6-2 6-3,R64,118.0,Casper Ruud,19.066392881600002,9.0,138.0,0.5476190476190477,0.3333333333333333,Diego Schwartzman,25.415468856900002,6.0,26.0,0.5886075949367089,0.5294117647058824,0,1
381,2017,6-3 6-0 6-2,R128,85.0,Omar Jasika,19.665982204000002,1.0,290.0,0.46,0.47,David Ferrer,34.7926078029,4.0,23.0,0.4146341463414634,0.43478260869565216,0,1
382,2017,6-2 6-4 6-2,R64,106.0,Kyle Edmund,22.0232717317,6.0,46.0,0.5478260869565217,0.56,Pablo Carreno Busta,25.5167693361,7.0,31.0,0.5877862595419847,0.6436781609195402,0,1
383,2013,6-4 7-5 6-4,R128,135.0,Josselin Ouanna,26.7542778919,13.0,118.0,0.46,0.47,Alejandro Falla,29.1690622861,6.0,54.0,0.55,0.56,0,1
384,2020,6-4 6-3 4-6 6-7(8) 6-4,R128,257.0,Mikhail Kukushkin,32.0684462697,7.0,68.0,0.4571428571428571,0.4722222222222222,Marc Polmans,22.7186858316,22.0,133.0,0.2857142857142857,0.2857142857142857,0,1
385,2015,6-3 4-6 6-4 6-7(3) 6-4,R128,211.0,Dusan Lajovic,24.5557837098,4.0,68.0,0.4715447154471545,0.42105263157894735,Sergiy Stakhovsky,29.0349075975,14.0,71.0,0.3333333333333333,0.3636363636363637,0,1
